Time[min],Mass[mg],Temperature[degreeC],RH_target[%],RH_measured[%]
91.5,6.8699,29.7,0,0.51
91.54,6.87,29.7,0,0.51
91.57,6.8701,29.7,0,0.51
91.6,6.8703,29.7,0,0.51
91.64,6.8704,29.6,0,0.51
91.67,6.8705,29.7,0,0.51
91.7,6.8706,29.7,0,0.51
91.74,6.8707,29.7,0,0.51
91.77,6.8708,29.7,0,0.51
91.81,6.871,29.7,0,0.51
91.84,6.8711,29.7,0,0.51
91.87,6.8712,29.7,0,0.51
91.91,6.8713,29.7,0,0.51
91.94,6.8715,29.6,0,0.51
91.97,6.8716,29.6,0,0.51
92.01,6.8718,29.6,0,0.51
92.04,6.8719,29.6,0,0.51
92.08,6.872,29.6,0,0.51
92.11,6.8722,29.6,0,0.51
92.14,6.8724,29.6,0,0.51
92.18,6.8725,29.6,0,0.51
92.21,6.8726,29.5,0,0.51
92.25,6.8728,29.5,0,0.51
92.28,6.873,29.5,0,0.51
92.31,6.8731,29.5,0,0.51
92.35,6.8732,29.5,0,0.51
92.38,6.8734,29.6,0,0.51
92.42,6.8735,29.5,0,0.51
92.45,6.8736,29.5,0,0.51
92.48,6.8737,29.5,0,0.51
92.52,6.8739,29.5,0,0.51
92.55,6.874,29.5,0,0.51
92.58,6.8741,29.5,0,0.51
92.62,6.8743,29.5,0,0.51
92.65,6.8744,29.5,0,0.51
92.69,6.8745,29.5,0,0.51
92.72,6.8747,29.5,0,0.51
92.75,6.8748,29.4,0,0.51
92.79,6.8749,29.4,0,0.51
92.82,6.875,29.4,0,0.51
92.86,6.8752,29.4,0,0.51
92.89,6.8752,29.4,0,0.51
92.92,6.8754,29.4,0,0.51
92.96,6.8756,29.4,0,0.51
92.99,6.8757,29.4,0,0.51
93.02,6.8759,29.4,0,0.51
93.06,6.876,29.5,0,0.51
93.09,6.8761,29.5,0,0.51
93.13,6.8763,29.4,0,0.51
93.16,6.8764,29.4,0,0.51
93.19,6.8765,29.3,0,0.51
93.23,6.8767,29.3,0,0.51
93.26,6.8768,29.3,0,0.51
93.29,6.8769,29.4,0,0.51
93.33,6.8771,29.4,0,0.51
93.36,6.8772,29.3,0,0.51
93.4,6.8773,29.3,0,0.51
93.43,6.8775,29.3,0,0.51
93.46,6.8776,29.3,0,0.51
93.5,6.8778,29.3,0,0.51
93.53,6.8779,29.3,0,0.51
93.57,6.8781,29.3,0,0.51
93.6,6.8782,29.3,0,0.51
93.63,6.8784,29.3,0,0.51
93.67,6.8785,29.3,0,0.51
93.7,6.8787,29.3,0,0.51
93.73,6.8788,29.3,0,0.51
93.77,6.8789,29.3,0,0.51
93.8,6.879,29.3,0,0.51
93.84,6.8792,29.3,0,0.51
93.87,6.8793,29.3,0,0.51
93.9,6.8794,29.3,0,0.51
93.94,6.8795,29.3,0,0.51
93.97,6.8796,29.2,0,0.51
94.01,6.8797,29.3,0,0.51
94.04,6.88,29.3,0,0.51
94.07,6.8801,29.3,0,0.51
94.11,6.8802,29.2,0,0.51
94.14,6.8803,29.2,0,0.51
94.18,6.8804,29.2,0,0.51
94.21,6.8805,29.2,0,0.53
94.24,6.8807,29.3,0,0.53
94.28,6.8808,29.3,0,0.52
94.31,6.8809,29.3,0,0.53
94.34,6.881,29.3,0,0.53
94.38,6.8812,29.3,0,0.53
94.41,6.8813,29.2,0,0.52
94.45,6.8814,29.2,0,0.53
94.48,6.8816,29.2,0,0.53
94.51,6.8817,29.2,0,0.53
94.55,6.8818,29.2,0,0.51
94.58,6.8819,29.2,0,0.51
94.62,6.8821,29.1,0,0.51
94.65,6.8822,29.2,0,0.51
94.68,6.8824,29.1,0,0.52
94.72,6.8825,29.1,0,0.51
94.75,6.8826,29.1,0,0.52
94.78,6.8828,29,0,0.51
94.82,6.8829,29.1,0,0.52
94.85,6.8831,29.1,0,0.52
94.89,6.8832,29.1,0,0.52
94.92,6.8833,29.1,0,0.51
94.95,6.8835,29.1,0,0.52
94.99,6.8836,29.1,0,0.53
95.02,6.8837,29.1,0,0.51
95.05,6.8837,29.1,0,0.51
95.09,6.8838,29,0,0.52
95.12,6.884,29,0,0.52
95.16,6.8841,29,0,0.51
95.19,6.8842,28.9,0,0.52
95.22,6.8844,29,0,0.53
95.26,6.8845,29,0,0.52
95.29,6.8846,29,0,0.53
95.33,6.8847,29,0,0.53
95.36,6.8849,29,0,0.52
95.39,6.885,28.9,0,0.52
95.43,6.8851,28.9,0,0.53
95.46,6.8853,29,0,0.52
95.49,6.8854,29,0,0.52
95.53,6.8855,29,0,0.53
95.56,6.8857,29,0,0.52
95.6,6.8858,29,0,0.53
95.63,6.8859,29,0,0.53
95.66,6.886,29,0,0.53
95.7,6.8862,29,0,0.52
95.73,6.8863,29,0,0.51
95.77,6.8865,28.9,0,0.52
95.8,6.8866,28.9,0,0.53
95.83,6.8868,28.9,0,0.53
95.87,6.8869,28.9,0,0.53
95.9,6.887,28.9,0,0.53
95.94,6.8871,28.9,0,0.53
95.97,6.8873,28.9,0,0.53
96,6.8874,28.9,0,0.53
96.04,6.8875,28.9,0,0.53
96.07,6.8876,28.9,0,0.53
96.1,6.8878,29,0,0.53
96.14,6.8878,29,0,0.53
96.17,6.8879,29,0,0.54
96.21,6.888,29,0,0.53
96.24,6.8881,28.9,0,0.53
96.27,6.8883,28.9,0,0.53
96.31,6.8885,28.9,0,0.53
96.34,6.8886,28.9,0,0.53
96.37,6.8887,28.9,0,0.53
96.41,6.8889,28.9,0,0.54
96.44,6.889,28.8,0,0.53
96.48,6.8891,28.9,0,0.53
96.51,6.8892,28.9,0,0.53
96.54,6.8893,28.8,0,0.53
96.58,6.8894,28.9,0,0.53
96.61,6.8896,28.9,0,0.53
96.65,6.8897,28.9,0,0.53
96.68,6.8898,28.8,0,0.53
96.71,6.8899,28.8,0,0.53
96.75,6.8901,28.8,0,0.53
96.78,6.8902,28.8,0,0.53
96.81,6.8903,28.8,0,0.54
96.85,6.8905,28.8,0,0.54
96.88,6.8906,28.8,0,0.54
96.92,6.8907,28.8,0,0.54
96.95,6.8908,28.7,0,0.53
96.98,6.891,28.7,0,0.53
97.02,6.8911,28.7,0,0.53
97.05,6.8912,28.7,0,0.53
97.09,6.8914,28.8,0,0.54
97.12,6.8915,28.8,0,0.54
97.15,6.8916,28.7,0,0.54
97.19,6.8918,28.7,0,0.54
97.22,6.8919,28.7,0,0.54
97.25,6.8919,28.7,0,0.54
97.29,6.8921,28.7,0,0.54
97.32,6.8921,28.8,0,0.54
97.36,6.8922,28.8,0,0.54
97.39,6.8924,28.7,0,0.54
97.42,6.8925,28.7,0,0.54
97.46,6.8926,28.7,0,0.54
97.49,6.8927,28.7,0,0.54
97.53,6.8929,28.7,0,0.54
97.56,6.893,28.7,0,0.54
97.59,6.8931,28.7,0,0.54
97.63,6.8932,28.7,0,0.53
97.66,6.8934,28.7,0,0.54
97.7,6.8935,28.7,0,0.54
97.73,6.8936,28.7,0,0.53
97.76,6.8937,28.7,0,0.54
97.8,6.8939,28.7,0,0.53
97.83,6.894,28.7,0,0.54
97.86,6.8942,28.6,0,0.53
97.9,6.8943,28.6,0,0.53
97.93,6.8944,28.7,0,0.54
97.97,6.8946,28.7,0,0.54
98,6.8947,28.7,0,0.53
98.03,6.8948,28.7,0,0.53
98.07,6.8949,28.7,0,0.53
98.1,6.8951,28.6,0,0.54
98.13,6.8952,28.6,0,0.54
98.17,6.8953,28.6,0,0.54
98.2,6.8954,28.6,0,0.54
98.24,6.8956,28.7,0,0.54
98.27,6.8956,28.6,0,0.54
98.3,6.8958,28.7,0,0.54
98.34,6.8959,28.6,0,0.54
98.37,6.896,28.6,0,0.54
98.41,6.8961,28.6,0,0.54
98.44,6.8961,28.6,0,0.54
98.47,6.8963,28.6,0,0.54
98.51,6.8965,28.6,0,0.54
98.54,6.8966,28.6,0,0.54
98.57,6.8967,28.6,0,0.54
98.61,6.8968,28.6,0,0.54
98.64,6.897,28.5,0,0.54
98.68,6.8971,28.6,0,0.54
98.71,6.8972,28.6,0,0.54
98.74,6.8974,28.6,0,0.54
98.78,6.8975,28.5,0,0.53
98.81,6.8977,28.5,0,0.54
98.85,6.8978,28.5,0,0.54
98.88,6.8979,28.5,0,0.54
98.91,6.8981,28.5,0,0.54
98.95,6.8982,28.4,0,0.54
98.98,6.8983,28.4,0,0.54
99.01,6.8984,28.5,0,0.54
99.05,6.8986,28.4,0,0.54
99.08,6.8987,28.5,0,0.54
99.12,6.8988,28.5,0,0.53
99.15,6.8989,28.5,0,0.53
99.18,6.8991,28.5,0,0.54
99.22,6.8992,28.5,0,0.54
99.25,6.8993,28.5,0,0.54
99.29,6.8994,28.5,0,0.54
99.32,6.8995,28.5,0,0.53
99.35,6.8996,28.5,0,0.54
99.39,6.8997,28.5,0,0.54
99.42,6.8999,28.5,0,0.54
99.46,6.9,28.5,0,0.54
99.49,6.9,28.4,0,0.54
99.52,6.9001,28.4,0,0.54
99.56,6.9002,28.4,0,0.54
99.59,6.9003,28.5,0,0.54
99.62,6.9005,28.5,0,0.54
99.66,6.9006,28.5,0,0.54
99.69,6.9007,28.5,0,0.54
99.73,6.9008,28.5,0,0.54
99.76,6.9009,28.5,0,0.54
99.79,6.901,28.5,0,0.54
99.83,6.9012,28.5,0,0.54
99.86,6.9013,28.5,0,0.54
99.9,6.9014,28.4,0,0.54
99.93,6.9015,28.4,0,0.54
99.96,6.9017,28.4,0,0.54
100,6.9018,28.4,0,0.54
100.03,6.9019,28.4,0,0.54
100.06,6.902,28.4,0,0.54
100.1,6.9021,28.4,0,0.54
100.13,6.9022,28.4,0,0.54
100.17,6.9024,28.4,0,0.54
100.2,6.9025,28.3,0,0.54
100.23,6.9026,28.3,0,0.54
100.27,6.9027,28.3,0,0.54
100.3,6.9028,28.3,0,0.54
100.33,6.903,28.2,0,0.54
100.37,6.9031,28.3,0,0.54
100.4,6.9032,28.3,0,0.54
100.44,6.9034,28.3,0,0.54
100.47,6.9035,28.4,0,0.54
100.5,6.9036,28.4,0,0.54
100.54,6.9037,28.4,0,0.54
100.57,6.9038,28.3,0,0.54
100.61,6.9039,28.2,0,0.54
100.64,6.9039,28.2,0,0.54
100.67,6.904,28.2,0,0.54
100.71,6.9042,28.3,0,0.54
100.74,6.9044,28.3,0,0.54
100.77,6.9045,28.4,0,0.54
100.81,6.9046,28.4,0,0.54
100.84,6.9048,28.4,0,0.54
100.88,6.9049,28.3,0,0.54
100.91,6.905,28.3,0,0.54
100.94,6.9051,28.3,0,0.54
100.98,6.9052,28.3,0,0.54
101.01,6.9053,28.3,0,0.54
101.05,6.9055,28.3,0,0.54
101.08,6.9056,28.3,0,0.54
101.11,6.9057,28.3,0,0.54
101.15,6.9058,28.3,0,0.54
101.18,6.9059,28.3,0,0.54
101.22,6.9061,28.4,0,0.54
101.25,6.9062,28.4,0,0.53
101.28,6.9063,28.3,0,0.53
101.32,6.9064,28.3,0,0.54
101.35,6.9065,28.3,0,0.54
101.38,6.9066,28.2,0,0.54
101.42,6.9067,28.2,0,0.53
101.45,6.9068,28.2,0,0.53
101.49,6.9069,28.2,0,0.53
101.52,6.907,28.2,0,0.53
101.55,6.9071,28.2,0,0.53
101.59,6.9072,28.2,0,0.53
101.62,6.9073,28.2,0,0.53
101.65,6.9075,28.2,0,0.53
101.69,6.9076,28.2,0,0.53
101.72,6.9077,28.2,0,0.53
101.76,6.9078,28.2,0,0.53
101.79,6.9078,28.2,0,0.54
101.82,6.908,28.2,0,0.54
101.86,6.9082,28.2,0,0.53
101.89,6.9083,28.2,0,0.53
101.93,6.9084,28.2,0,0.53
101.96,6.9085,28.2,0,0.53
101.99,6.9087,28.2,0,0.54
102.03,6.9088,28.2,0,0.54
102.06,6.9089,28.2,0,0.53
102.09,6.909,28.2,0,0.53
102.13,6.9092,28.2,0,0.54
102.16,6.9093,28.2,0,0.54
102.2,6.9094,28.2,0,0.53
102.23,6.9095,28.1,0,0.54
102.26,6.9096,28.2,0,0.53
102.3,6.9097,28.2,0,0.53
102.33,6.9098,28.2,0,0.53
102.37,6.9099,28.1,0,0.53
102.4,6.91,28.1,0,0.54
102.43,6.9101,28.1,0,0.54
102.47,6.9103,28.1,0,0.53
102.5,6.9104,28.1,0,0.54
102.53,6.9105,28.1,0,0.53
102.57,6.9106,28.1,0,0.53
102.6,6.9107,28.1,0,0.53
102.64,6.9109,28.1,0,0.53
102.67,6.911,28.1,0,0.53
102.7,6.9111,28.1,0,0.53
102.74,6.9112,28.1,0,0.53
102.77,6.9113,28.1,0,0.53
102.81,6.9114,28.1,0,0.54
102.84,6.9115,28.1,0,0.53
102.87,6.9116,28.1,0,0.53
102.91,6.9116,28.1,0,0.53
102.94,6.9118,28.1,0,0.53
102.98,6.9119,28.1,0,0.53
103.01,6.912,28,0,0.53
103.04,6.9121,28,0,0.53
103.08,6.9122,28,0,0.54
103.11,6.9123,28,0,0.54
103.14,6.9124,28,0,0.53
103.18,6.9125,28,0,0.53
103.21,6.9125,28,0,0.53
103.25,6.9126,28,0,0.53
103.28,6.9128,28,0,0.53
103.31,6.9129,28.1,0,0.53
103.35,6.913,28,0,0.53
103.38,6.9131,28,0,0.53
103.42,6.9132,28.1,0,0.53
103.45,6.9133,28,0,0.53
103.48,6.9134,28,0,0.53
103.52,6.9135,28,0,0.52
103.55,6.9136,28,0,0.53
103.59,6.9137,28,0,0.53
103.62,6.9139,28,0,0.53
103.65,6.914,28,0,0.53
103.69,6.9141,28,0,0.53
103.72,6.9142,28,0,0.53
103.75,6.9143,28,0,0.53
103.79,6.9144,28,0,0.53
103.82,6.9145,28,0,0.53
103.85,6.9146,28,0,0.53
103.89,6.9147,28,0,0.53
103.92,6.9148,28,0,0.53
103.96,6.9149,28,0,0.52
103.99,6.9149,28,0,0.53
104.02,6.915,27.9,0,0.53
104.06,6.9152,27.9,0,0.53
104.09,6.9153,27.9,0,0.53
104.13,6.9154,27.9,0,0.53
104.16,6.9154,27.9,0,0.53
104.19,6.9155,27.9,0,0.53
104.23,6.9156,27.9,0,0.53
104.26,6.9157,27.9,0,0.53
104.29,6.9158,27.9,0,0.52
104.33,6.9159,27.9,0,0.53
104.36,6.916,27.9,0,0.53
104.4,6.9161,27.9,0,0.53
104.43,6.9162,27.9,0,0.53
104.47,6.9163,27.9,0,0.53
104.5,6.9164,27.9,0,0.53
104.53,6.9165,27.9,0,0.53
104.57,6.9166,27.9,0,0.53
104.6,6.9167,27.9,0,0.53
104.63,6.9168,27.9,0,0.53
104.67,6.9169,27.8,0,0.53
104.7,6.917,27.8,0,0.52
104.74,6.9171,27.8,0,0.52
104.77,6.9173,27.8,0,0.53
104.8,6.9174,27.8,0,0.53
104.84,6.9175,27.9,0,0.53
104.87,6.9176,27.9,0,0.52
104.9,6.9177,27.9,0,0.53
104.94,6.9178,27.9,0,0.53
104.97,6.9179,27.8,0,0.53
105.01,6.918,27.8,0,0.53
105.04,6.9181,27.8,0,0.53
105.07,6.9182,27.8,0,0.53
105.11,6.9182,27.9,0,0.53
105.14,6.9183,27.9,0,0.53
105.18,6.9185,27.9,0,0.53
105.21,6.9186,27.9,0,0.53
105.24,6.9187,27.9,0,0.53
105.28,6.9188,27.9,0,0.53
105.31,6.9189,27.8,0,0.53
105.34,6.919,27.8,0,0.53
105.38,6.9191,27.8,0,0.54
105.41,6.9192,27.8,0,0.52
105.45,6.9193,27.9,0,0.53
105.48,6.9194,27.8,0,0.53
105.51,6.9195,27.7,0,0.52
105.55,6.9196,27.7,0,0.51
105.58,6.9197,27.7,0,0.52
105.61,6.9198,27.7,0,0.52
105.65,6.9198,27.8,0,0.51
105.68,6.92,27.8,0,0.52
105.72,6.9201,27.8,0,0.52
105.75,6.9202,27.8,0,0.52
105.78,6.9203,27.8,0,0.52
105.82,6.9204,27.8,0,0.52
105.85,6.9205,27.8,0,0.52
105.89,6.9206,27.8,0,0.51
105.92,6.9207,27.8,0,0.52
105.95,6.9208,27.8,0,0.53
105.99,6.9209,27.8,0,0.53
106.02,6.921,27.8,0,0.53
106.06,6.9211,27.8,0,0.52
106.09,6.9212,27.8,0,0.52
106.12,6.9213,27.8,0,0.53
106.16,6.9214,27.8,0,0.53
106.19,6.9214,27.8,0,0.53
106.22,6.9215,27.8,0,0.53
106.26,6.9216,27.8,0,0.51
106.29,6.9217,27.7,0,0.53
106.33,6.9219,27.8,0,0.52
106.36,6.922,27.7,0,0.52
106.39,6.9221,27.7,0,0.53
106.43,6.9222,27.7,0,0.52
106.46,6.9223,27.7,0,0.52
106.5,6.9224,27.7,0,0.52
106.53,6.9225,27.7,0,0.51
106.56,6.9226,27.7,0,0.52
106.6,6.9227,27.7,0,0.51
106.63,6.9228,27.7,0,0.52
106.66,6.923,27.7,0,0.52
106.7,6.9231,27.7,0,0.52
106.73,6.9232,27.7,0,0.51
106.77,6.9233,27.7,0,0.51
106.8,6.9234,27.7,0,0.53
106.83,6.9235,27.7,0,0.52
106.87,6.9236,27.7,0,0.51
106.9,6.9237,27.7,0,0.51
106.94,6.9238,27.7,0,0.53
106.97,6.9239,27.7,0,0.51
107,6.9239,27.7,0,0.52
107.04,6.9241,27.7,0,0.51
107.07,6.9241,27.7,0,0.51
107.1,6.9242,27.7,0,0.52
107.14,6.9243,27.7,0,0.52
107.17,6.9245,27.7,0,0.53
107.21,6.9245,27.7,0,0.53
107.24,6.9246,27.7,0,0.51
107.27,6.9247,27.7,0,0.53
107.31,6.9247,27.7,0,0.53
107.34,6.9248,27.8,0,0.53
107.37,6.9249,27.7,0,0.52
107.41,6.925,27.7,0,0.53
107.44,6.9251,27.6,0,0.53
107.48,6.9251,27.6,0,0.53
107.51,6.9252,27.6,0,0.53
107.54,6.9253,27.6,0,0.53
107.58,6.9254,27.6,0,0.53
107.61,6.9255,27.6,0,0.53
107.65,6.9256,27.6,0,0.52
107.68,6.9257,27.6,0,0.52
107.71,6.9257,27.6,0,0.52
107.75,6.9258,27.6,0,0.53
107.78,6.9259,27.6,0,0.53
107.81,6.926,27.6,0,0.51
107.85,6.9261,27.6,0,0.52
107.88,6.9262,27.6,0,0.51
107.92,6.9263,27.6,0,0.51
107.95,6.9264,27.6,0,0.52
107.99,6.9265,27.6,0,0.52
108.02,6.9266,27.6,0,0.51
108.05,6.9267,27.6,0,0.51
108.09,6.9268,27.6,0,0.51
108.12,6.9268,27.6,0,0.51
108.15,6.9269,27.6,0,0.51
108.19,6.927,27.6,0,0.51
108.22,6.9271,27.7,0,0.52
108.26,6.9272,27.7,0,0.52
108.29,6.9273,27.7,0,0.51
108.32,6.9274,27.6,0,0.51
108.36,6.9275,27.5,0,0.51
108.39,6.9275,27.6,0,0.51
108.42,6.9276,27.5,0,0.51
108.46,6.9276,27.5,0,0.52
108.49,6.9277,27.5,0,0.51
108.53,6.9279,27.5,0,0.51
108.56,6.928,27.5,0,0.51
108.59,6.9281,27.5,0,0.51
108.63,6.9282,27.6,0,0.51
108.66,6.9283,27.6,0,0.51
108.7,6.9284,27.6,0,0.51
108.73,6.9285,27.6,0,0.51
108.76,6.9285,27.6,0,0.51
108.8,6.9286,27.6,0,0.51
108.83,6.9287,27.6,0,0.52
108.86,6.9288,27.6,0,0.52
108.9,6.9289,27.6,0,0.51
108.93,6.9291,27.6,0,0.51
108.97,6.9292,27.6,0,0.51
109,6.9293,27.5,0,0.52
109.03,6.9294,27.6,0,0.52
109.07,6.9294,27.6,0,0.51
109.1,6.9295,27.6,0,0.51
109.13,6.9296,27.5,0,0.52
109.17,6.9297,27.5,0,0.51
109.2,6.9298,27.4,0,0.51
109.24,6.9299,27.5,0,0.51
109.27,6.9299,27.5,0,0.52
109.3,6.93,27.5,0,0.51
109.34,6.9301,27.5,0,0.52
109.37,6.9302,27.5,0,0.52
109.41,6.9303,27.5,0,0.51
109.44,6.9303,27.5,0,0.51
109.47,6.9304,27.4,0,0.51
109.51,6.9304,27.5,0,0.51
109.54,6.9305,27.5,0,0.51
109.57,6.9306,27.5,0,0.51
109.61,6.9307,27.5,0,0.51
109.64,6.9308,27.5,0,0.51
109.68,6.9309,27.5,0,0.51
109.71,6.931,27.5,0,0.51
109.74,6.9311,27.5,0,0.51
109.78,6.9312,27.5,0,0.51
109.81,6.9313,27.4,0,0.51
109.85,6.9314,27.4,0,0.51
109.88,6.9315,27.4,0,0.51
109.91,6.9316,27.4,0,0.51
109.95,6.9317,27.4,0,0.51
109.98,6.9318,27.4,0,0.51
110.02,6.9319,27.4,0,0.51
110.05,6.932,27.4,0,0.51
110.08,6.932,27.4,0,0.52
110.12,6.9321,27.4,0,0.51
110.15,6.9322,27.5,0,0.51
110.18,6.9323,27.5,0,0.51
110.22,6.9324,27.5,0,0.51
110.25,6.9325,27.4,0,0.51
110.29,6.9326,27.4,0,0.51
110.32,6.9327,27.4,0,0.51
110.35,6.9328,27.4,0,0.51
110.39,6.9328,27.4,0,0.51
110.42,6.9329,27.4,0,0.51
110.46,6.933,27.4,0,0.51
110.49,6.9331,27.4,0,0.51
110.52,6.9332,27.4,0,0.51
110.56,6.9333,27.4,0,0.51
110.59,6.9333,27.4,0,0.51
110.62,6.9334,27.4,0,0.51
110.66,6.9335,27.4,0,0.51
110.69,6.9336,27.4,0,0.51
110.73,6.9336,27.4,0,0.51
110.76,6.9337,27.4,0,0.51
110.79,6.9338,27.4,0,0.51
110.83,6.9339,27.4,0,0.51
110.86,6.9339,27.4,0,0.51
110.89,6.934,27.5,0,0.51
110.93,6.9341,27.5,0,0.51
110.96,6.9342,27.4,0,0.51
111,6.9343,27.5,0,0.51
111.03,6.9343,27.4,0,0.51
111.06,6.9344,27.4,0,0.51
111.1,6.9345,27.4,0,0.51
111.13,6.9346,27.4,0,0.51
111.17,6.9347,27.4,0,0.52
111.2,6.9347,27.3,0,0.51
111.23,6.9348,27.3,0,0.51
111.27,6.9349,27.3,0,0.51
111.3,6.935,27.3,0,0.51
111.33,6.9351,27.4,0,0.51
111.37,6.9352,27.4,0,0.51
111.4,6.9353,27.4,0,0.51
111.44,6.9354,27.3,0,0.51
111.47,6.9355,27.3,0,0.51
111.5,6.9355,27.3,0,0.51
111.54,6.9356,27.3,0,0.51
111.57,6.9357,27.3,0,0.51
111.61,6.9358,27.3,0,0.51
111.64,6.9358,27.3,0,0.51
111.67,6.9359,27.3,0,0.51
111.71,6.936,27.4,0,0.51
111.74,6.936,27.3,0,0.51
111.78,6.9361,27.3,0,0.51
111.81,6.9362,27.3,0,0.51
111.84,6.9362,27.3,0,0.51
111.88,6.9364,27.4,0,0.51
111.91,6.9364,27.3,0,0.51
111.94,6.9365,27.3,0,0.51
111.98,6.9366,27.3,0,0.51
112.01,6.9367,27.3,0,0.51
112.05,6.9368,27.4,0,0.51
112.08,6.9368,27.3,0,0.51
112.11,6.9369,27.3,0,0.51
112.15,6.937,27.3,0,0.51
112.18,6.9372,27.3,0,0.51
112.22,6.9372,27.3,0,0.51
112.25,6.9373,27.3,0,0.51
112.28,6.9374,27.3,0,0.51
112.32,6.9375,27.3,0,0.51
112.35,6.9376,27.3,0,0.51
112.38,6.9377,27.2,0,0.51
112.42,6.9378,27.2,0,0.51
112.45,6.9379,27.3,0,0.51
112.49,6.9379,27.3,0,0.51
112.52,6.938,27.3,0,0.51
112.55,6.9381,27.4,0,0.51
112.59,6.9382,27.4,0,0.51
112.62,6.9382,27.3,0,0.51
112.66,6.9383,27.3,0,0.51
112.69,6.9384,27.3,0,0.51
112.72,6.9385,27.3,0,0.51
112.76,6.9386,27.3,0,0.51
112.79,6.9386,27.3,0,0.51
112.82,6.9387,27.2,0,0.51
112.86,6.9387,27.3,0,0.51
112.89,6.9388,27.3,0,0.51
112.93,6.9389,27.3,0,0.51
112.96,6.9389,27.2,0,0.51
112.99,6.939,27.3,0,0.51
113.03,6.9391,27.2,0,0.51
113.06,6.9392,27.2,0,0.51
113.09,6.9393,27.3,0,0.51
113.13,6.9393,27.3,0,0.51
113.16,6.9394,27.3,0,0.51
113.2,6.9395,27.3,0,0.51
113.23,6.9396,27.2,0,0.51
113.26,6.9396,27.2,0,0.51
113.3,6.9397,27.2,0,0.51
113.33,6.9398,27.2,0,0.51
113.37,6.9399,27.2,0,0.51
113.4,6.9399,27.2,0,0.51
113.43,6.94,27.2,0,0.51
113.47,6.9401,27.2,0,0.51
113.5,6.9401,27.2,0,0.51
113.54,6.9402,27.2,0,0.51
113.57,6.9403,27.2,0,0.51
113.6,6.9404,27.2,0,0.51
113.64,6.9405,27.2,0,0.51
113.67,6.9405,27.2,0,0.51
113.7,6.9406,27.2,0,0.51
113.74,6.9407,27.2,0,0.51
113.77,6.9408,27.2,0,0.51
113.81,6.9409,27.2,0,0.51
113.84,6.941,27.2,0,0.51
113.87,6.941,27.2,0,0.51
113.91,6.9411,27.1,0,0.51
113.94,6.9412,27.2,0,0.51
113.98,6.9413,27.2,0,0.51
114.01,6.9414,27.2,0,0.51
114.04,6.9414,27.2,0,0.51
114.08,6.9415,27.2,0,0.51
114.11,6.9416,27.1,0,0.51
114.14,6.9417,27.1,0,0.51
114.18,6.9418,27.1,0,0.51
114.21,6.9419,27.1,0,0.51
114.25,6.942,27.1,0,0.51
114.28,6.942,27.2,0,0.51
114.31,6.9421,27.1,0,0.51
114.35,6.9422,27.2,0,0.51
114.38,6.9423,27.1,0,0.51
114.41,6.9424,27.1,0,0.51
114.45,6.9425,27.1,0,0.51
114.48,6.9425,27.1,0,0.51
114.52,6.9426,27.1,0,0.51
114.55,6.9427,27.1,0,0.51
114.58,6.9428,27.1,0,0.51
114.62,6.9429,27.1,0,0.51
114.65,6.9429,27.1,0,0.51
114.69,6.943,27.1,0,0.51
114.72,6.9431,27.1,0,0.51
114.75,6.9432,27.1,0,0.51
114.79,6.9433,27.1,0,0.51
114.82,6.9434,27.1,0,0.51
114.85,6.9434,27.1,0,0.51
114.89,6.9435,27.1,0,0.51
114.92,6.9436,27.2,0,0.51
114.96,6.9437,27.2,0,0.51
114.99,6.9438,27.1,0,0.51
115.02,6.9439,27.1,0,0.51
115.06,6.9439,27.1,0,0.51
115.09,6.944,27.1,0,0.51
115.13,6.944,27.2,0,0.52
115.16,6.9441,27.2,0,0.52
115.19,6.9442,27.1,0,0.52
115.23,6.9443,27.1,0,0.51
115.26,6.9443,27.1,0,0.51
115.3,6.9444,27,0,0.51
115.33,6.9444,27,0,0.51
115.36,6.9445,27,0,0.51
115.4,6.9445,27,0,0.51
115.43,6.9446,27.1,0,0.51
115.46,6.9447,27.1,0,0.51
115.5,6.9447,27.1,0,0.51
115.53,6.9448,27.1,0,0.51
115.57,6.9449,27.1,0,0.51
115.6,6.9449,27,0,0.51
115.63,6.945,27,0,0.51
115.67,6.945,27,0,0.51
115.7,6.9451,27.1,0,0.51
115.74,6.9451,27.1,0,0.51
115.77,6.9452,27.1,0,0.51
115.8,6.9453,27.1,0,0.51
115.84,6.9454,27.1,0,0.51
115.87,6.9454,27.1,0,0.51
115.9,6.9455,27.1,0,0.51
115.94,6.9456,27.1,0,0.51
115.97,6.9457,27.1,0,0.51
116.01,6.9458,27,0,0.51
116.04,6.9458,27,0,0.51
116.07,6.9459,27.1,0,0.51
116.11,6.946,27.1,0,0.51
116.14,6.9461,27.1,0,0.51
116.17,6.9462,27.1,0,0.51
116.21,6.9462,27.1,0,0.51
116.24,6.9463,27.1,0,0.51
116.28,6.9464,27.1,0,0.51
116.31,6.9465,27.1,0,0.51
116.34,6.9465,27.1,0,0.51
116.38,6.9466,27,0,0.51
116.41,6.9467,27,0,0.51
116.45,6.9467,27,0,0.51
116.48,6.9468,27,0,0.51
116.51,6.9469,27,0,0.51
116.55,6.9469,27,0,0.51
116.58,6.947,27,0,0.51
116.61,6.9471,27.1,0,0.51
116.65,6.9471,27.1,0,0.51
116.68,6.9472,27.1,0,0.51
116.72,6.9473,27,0,0.51
